RegionSegment,RegionSegmentEndUse,RegionSegmentEndUseEfficiency,RegionSegmentEndUseEfficiencyVintage,RegionSegmentEndUseEfficiencyDescriptionVintage,RegionSegmentEndUseVintage,Region,Segment,End Use,Efficiency Level,Efficiency Description,Construction Vintage,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeAir Purifier,SCLMultifamily - Mid Rise Low IncomeAir Purifier2,SCLMultifamily - Mid Rise Low IncomeAir Purifier2New,SCLMultifamily - Mid Rise Low IncomeAir PurifierENERGY STAR Air PurifierNew,SCLMultifamily - Mid Rise Low IncomeAir PurifierNew,SCL,Multifamily - Mid Rise Low Income,Air Purifier,2,ENERGY STAR Air Purifier,New,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeAir Purifier,SCLMultifamily - Mid Rise Low IncomeAir Purifier1,SCLMultifamily - Mid Rise Low IncomeAir Purifier1New,SCLMultifamily - Mid Rise Low IncomeAir PurifierMarket Average Air PurifierNew,SCLMultifamily - Mid Rise Low IncomeAir PurifierNew,SCL,Multifamily - Mid Rise Low Income,Air Purifier,1,Market Average Air Purifier,New,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW2,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW2Existing,SCLMultifamily - Mid Rise Low IncomeCirculation - DHWECM Pump Motor - DHWExisting,SCLMultifamily - Mid Rise Low IncomeCirculation - DHWExisting,SCL,Multifamily - Mid Rise Low Income,Circulation - DHW,2,ECM Pump Motor - DHW,Existing,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW1,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW1Existing,SCLMultifamily - Mid Rise Low IncomeCirculation - DHWMarket Average DHW PumpExisting,SCLMultifamily - Mid Rise Low IncomeCirculation - DHWExisting,SCL,Multifamily - Mid Rise Low Income,Circulation - DHW,1,Market Average DHW Pump,Existing,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW2,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW2New,SCLMultifamily - Mid Rise Low IncomeCirculation - DHWECM Pump Motor - DHWNew,SCLMultifamily - Mid Rise Low IncomeCirculation - DHWNew,SCL,Multifamily - Mid Rise Low Income,Circulation - DHW,2,ECM Pump Motor - DHW,New,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625,0.03625
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW1,SCLMultifamily - Mid Rise Low IncomeCirculation - DHW1New,SCLMultifamily - Mid Rise Low IncomeCirculation - DHWMarket Average DHW PumpNew,SCLMultifamily - Mid Rise Low IncomeCirculation - DHWNew,SCL,Multifamily - Mid Rise Low Income,Circulation - DHW,1,Market Average DHW Pump,New,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375,0.96375
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating2,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating2Existing,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic HeatingECM Pump Motor - Hydronic HeatingExisting,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic HeatingExisting,SCL,Multifamily - Mid Rise Low Income,Circulation - Hydronic Heating,2,ECM Pump Motor - Hydronic Heating,Existing,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating1,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating1Existing,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic HeatingMarket Average Hydronic Heating PumpExisting,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic HeatingExisting,SCL,Multifamily - Mid Rise Low Income,Circulation - Hydronic Heating,1,Market Average Hydronic Heating Pump,Existing,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating2,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating2New,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic HeatingECM Pump Motor - Hydronic HeatingNew,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic HeatingNew,SCL,Multifamily - Mid Rise Low Income,Circulation - Hydronic Heating,2,ECM Pump Motor - Hydronic Heating,New,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating1,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic Heating1New,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic HeatingMarket Average Hydronic Heating PumpNew,SCLMultifamily - Mid Rise Low IncomeCirculation - Hydronic HeatingNew,SCL,Multifamily - Mid Rise Low Income,Circulation - Hydronic Heating,1,Market Average Hydronic Heating Pump,New,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932,0.8932
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop2,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop2Existing,SCLMultifamily - Mid Rise Low IncomeComputer - DesktopENERGY STAR DesktopExisting,SCLMultifamily - Mid Rise Low IncomeComputer - DesktopExisting,SCL,Multifamily - Mid Rise Low Income,Computer - Desktop,2,ENERGY STAR Desktop,Existing,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop1,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop1Existing,SCLMultifamily - Mid Rise Low IncomeComputer - DesktopWashington State Code BaselineExisting,SCLMultifamily - Mid Rise Low IncomeComputer - DesktopExisting,SCL,Multifamily - Mid Rise Low Income,Computer - Desktop,1,Washington State Code Baseline,Existing,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop2,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop2New,SCLMultifamily - Mid Rise Low IncomeComputer - DesktopENERGY STAR DesktopNew,SCLMultifamily - Mid Rise Low IncomeComputer - DesktopNew,SCL,Multifamily - Mid Rise Low Income,Computer - Desktop,2,ENERGY STAR Desktop,New,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop1,SCLMultifamily - Mid Rise Low IncomeComputer - Desktop1New,SCLMultifamily - Mid Rise Low IncomeComputer - DesktopWashington State Code BaselineNew,SCLMultifamily - Mid Rise Low IncomeComputer - DesktopNew,SCL,Multifamily - Mid Rise Low Income,Computer - Desktop,1,Washington State Code Baseline,New,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop2,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop2Existing,SCLMultifamily - Mid Rise Low IncomeComputer - LaptopENERGY STAR NotebookExisting,SCLMultifamily - Mid Rise Low IncomeComputer - LaptopExisting,SCL,Multifamily - Mid Rise Low Income,Computer - Laptop,2,ENERGY STAR Notebook,Existing,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop1,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop1Existing,SCLMultifamily - Mid Rise Low IncomeComputer - LaptopMarket Average Laptop ComputerExisting,SCLMultifamily - Mid Rise Low IncomeComputer - LaptopExisting,SCL,Multifamily - Mid Rise Low Income,Computer - Laptop,1,Market Average Laptop Computer,Existing,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop2,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop2New,SCLMultifamily - Mid Rise Low IncomeComputer - LaptopENERGY STAR NotebookNew,SCLMultifamily - Mid Rise Low IncomeComputer - LaptopNew,SCL,Multifamily - Mid Rise Low Income,Computer - Laptop,2,ENERGY STAR Notebook,New,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop1,SCLMultifamily - Mid Rise Low IncomeComputer - Laptop1New,SCLMultifamily - Mid Rise Low IncomeComputer - LaptopMarket Average Laptop ComputerNew,SCLMultifamily - Mid Rise Low IncomeComputer - LaptopNew,SCL,Multifamily - Mid Rise Low Income,Computer - Laptop,1,Market Average Laptop Computer,New,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCooking Oven,SCLMultifamily - Mid Rise Low IncomeCooking Oven2,SCLMultifamily - Mid Rise Low IncomeCooking Oven2Existing,SCLMultifamily - Mid Rise Low IncomeCooking OvenEfficient OvenExisting,SCLMultifamily - Mid Rise Low IncomeCooking OvenExisting,SCL,Multifamily - Mid Rise Low Income,Cooking Oven,2,Efficient Oven,Existing,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCooking Oven,SCLMultifamily - Mid Rise Low IncomeCooking Oven1,SCLMultifamily - Mid Rise Low IncomeCooking Oven1Existing,SCLMultifamily - Mid Rise Low IncomeCooking OvenFederal Standard 2012 Cooking OvenExisting,SCLMultifamily - Mid Rise Low IncomeCooking OvenExisting,SCL,Multifamily - Mid Rise Low Income,Cooking Oven,1,Federal Standard 2012 Cooking Oven,Existing,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCooking Oven,SCLMultifamily - Mid Rise Low IncomeCooking Oven2,SCLMultifamily - Mid Rise Low IncomeCooking Oven2New,SCLMultifamily - Mid Rise Low IncomeCooking OvenEfficient OvenNew,SCLMultifamily - Mid Rise Low IncomeCooking OvenNew,SCL,Multifamily - Mid Rise Low Income,Cooking Oven,2,Efficient Oven,New,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027,0.027027027
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCooking Oven,SCLMultifamily - Mid Rise Low IncomeCooking Oven1,SCLMultifamily - Mid Rise Low IncomeCooking Oven1New,SCLMultifamily - Mid Rise Low IncomeCooking OvenFederal Standard 2012 Cooking OvenNew,SCLMultifamily - Mid Rise Low IncomeCooking OvenNew,SCL,Multifamily - Mid Rise Low Income,Cooking Oven,1,Federal Standard 2012 Cooking Oven,New,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973,0.972972973
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCooking Range,SCLMultifamily - Mid Rise Low IncomeCooking Range1,SCLMultifamily - Mid Rise Low IncomeCooking Range1Existing,SCLMultifamily - Mid Rise Low IncomeCooking RangeFederal Standard 2012 Cooking RangeExisting,SCLMultifamily - Mid Rise Low IncomeCooking RangeExisting,SCL,Multifamily - Mid Rise Low Income,Cooking Range,1,Federal Standard 2012 Cooking Range,Existing,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCooking Range,SCLMultifamily - Mid Rise Low IncomeCooking Range1,SCLMultifamily - Mid Rise Low IncomeCooking Range1New,SCLMultifamily - Mid Rise Low IncomeCooking RangeFederal Standard 2012 Cooking RangeNew,SCLMultifamily - Mid Rise Low IncomeCooking RangeNew,SCL,Multifamily - Mid Rise Low Income,Cooking Range,1,Federal Standard 2012 Cooking Range,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central7,SCLMultifamily - Mid Rise Low IncomeCool Central7Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralEnhanced Central Air Conditioner - SEER/EER 20/14 (Split System)Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralExisting,SCL,Multifamily - Mid Rise Low Income,Cool Central,7,Enhanced Central Air Conditioner - SEER/EER 20/14 (Split System),Existing,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central6,SCLMultifamily - Mid Rise Low IncomeCool Central6Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralCEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System)Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralExisting,SCL,Multifamily - Mid Rise Low Income,Cool Central,6,CEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System),Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central5,SCLMultifamily - Mid Rise Low IncomeCool Central5Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralCEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System)Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralExisting,SCL,Multifamily - Mid Rise Low Income,Cool Central,5,CEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System),Existing,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central4,SCLMultifamily - Mid Rise Low IncomeCool Central4Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System)Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralExisting,SCL,Multifamily - Mid Rise Low Income,Cool Central,4,ENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System),Existing,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central3,SCLMultifamily - Mid Rise Low IncomeCool Central3Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralFederal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System)Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralExisting,SCL,Multifamily - Mid Rise Low Income,Cool Central,3,Federal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System),Existing,0.102019992,0.102019992,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central2,SCLMultifamily - Mid Rise Low IncomeCool Central2Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralFederal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System)Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralExisting,SCL,Multifamily - Mid Rise Low Income,Cool Central,2,Federal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System),Existing,0.455033494,0.864567499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central1,SCLMultifamily - Mid Rise Low IncomeCool Central1Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralBelow Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System)Existing,SCLMultifamily - Mid Rise Low IncomeCool CentralExisting,SCL,Multifamily - Mid Rise Low Income,Cool Central,1,Below Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System),Existing,0.409534005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central7,SCLMultifamily - Mid Rise Low IncomeCool Central7New,SCLMultifamily - Mid Rise Low IncomeCool CentralEnhanced Central Air Conditioner - SEER/EER 20/14 (Split System)New,SCLMultifamily - Mid Rise Low IncomeCool CentralNew,SCL,Multifamily - Mid Rise Low Income,Cool Central,7,Enhanced Central Air Conditioner - SEER/EER 20/14 (Split System),New,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084,0.012025084
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central6,SCLMultifamily - Mid Rise Low IncomeCool Central6New,SCLMultifamily - Mid Rise Low IncomeCool CentralCEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System)New,SCLMultifamily - Mid Rise Low IncomeCool CentralNew,SCL,Multifamily - Mid Rise Low Income,Cool Central,6,CEE Tier 3 Central Air Conditioner - SEER/EER 18/13 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central5,SCLMultifamily - Mid Rise Low IncomeCool Central5New,SCLMultifamily - Mid Rise Low IncomeCool CentralCEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System)New,SCLMultifamily - Mid Rise Low IncomeCool CentralNew,SCL,Multifamily - Mid Rise Low Income,Cool Central,5,CEE Tier 2 Central Air Conditioner - SEER/EER 16/13 (Split System),New,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925,0.013863925
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central4,SCLMultifamily - Mid Rise Low IncomeCool Central4New,SCLMultifamily - Mid Rise Low IncomeCool CentralENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System)New,SCLMultifamily - Mid Rise Low IncomeCool CentralNew,SCL,Multifamily - Mid Rise Low Income,Cool Central,4,ENERGY STAR Central Air Conditioner - SEER/EER 15/12.5 (Split System),New,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235,0.0075235
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central3,SCLMultifamily - Mid Rise Low IncomeCool Central3New,SCLMultifamily - Mid Rise Low IncomeCool CentralFederal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System)New,SCLMultifamily - Mid Rise Low IncomeCool CentralNew,SCL,Multifamily - Mid Rise Low Income,Cool Central,3,Federal Standard 2023 Central Air Conditioner - SEER/EER 14/12 (Split System),New,0.102019992,0.102019992,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491,0.966587491
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central2,SCLMultifamily - Mid Rise Low IncomeCool Central2New,SCLMultifamily - Mid Rise Low IncomeCool CentralFederal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System)New,SCLMultifamily - Mid Rise Low IncomeCool CentralNew,SCL,Multifamily - Mid Rise Low Income,Cool Central,2,Federal Standard 2015 Central Air Conditioner - SEER/EER 13/11.2 (Split System),New,0.864567499,0.864567499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCLMultifamily - Mid Rise Low IncomeCool Central1,SCLMultifamily - Mid Rise Low IncomeCool Central1New,SCLMultifamily - Mid Rise Low IncomeCool CentralBelow Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System)New,SCLMultifamily - Mid Rise Low IncomeCool CentralNew,SCL,Multifamily - Mid Rise Low Income,Cool Central,1,Below Standard Central Air Conditioner - SEER/EER 10/9.2 (Split System),New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Room,SCLMultifamily - Mid Rise Low IncomeCool Room4,SCLMultifamily - Mid Rise Low IncomeCool Room4Existing,"SCLMultifamily - Mid Rise Low IncomeCool RoomENERGY STAR Room AC - CEER 12.0 (8,000-13,999 Btuh)Existing",SCLMultifamily - Mid Rise Low IncomeCool RoomExisting,SCL,Multifamily - Mid Rise Low Income,Cool Room,4,"ENERGY STAR Room AC - CEER 12.0 (8,000-13,999 Btuh)",Existing,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714,0.524285714
